Price,Close,High,Low,Open,Volume
Ticker,CSCO,CSCO,CSCO,CSCO,CSCO
Date,,,,,
2009-01-02,11.166077613830566,11.192413306726419,10.698630366723783,10.803970626797282,40980600
2009-01-05,11.2648344039917,11.389925169071372,11.027818207832548,11.093656179627295,45480200
2009-01-06,11.712533950805664,11.837624746275669,11.363593494548143,11.409679709274478,58256600
2009-01-07,11.403096199035645,11.574274471203676,11.264837549835626,11.43601582200366,50246600
2009-01-08,11.547938346862793,11.567688862012126,11.19241400511439,11.343840481449437,46484600
2009-01-09,10.99489974975586,11.363590630394452,10.9356457012553,11.35042278500436,68118900
2009-01-12,10.797386169433594,11.047570216547927,10.553787300972413,10.981732243320213,54927700
2009-01-13,10.830307006835938,10.8895610638561,10.606458626038663,10.724966740078989,51933800
2009-01-14,10.362858772277832,10.678879581635169,10.270686350154042,10.59987500717337,50111800
2009-01-15,10.408945083618164,10.501117501070002,10.000750617072155,10.28385304867995,61814500
2009-01-16,10.415528297424316,10.751300858617824,10.20484777018643,10.678878956471678,66930700
2009-01-20,9.882246017456055,10.487953342664563,9.882246017456055,10.408948121273585,57808600
2009-01-21,10.336523056030273,10.376025968659196,9.908578079917339,10.086339617053751,56231900
2009-01-22,10.119258880615234,10.264102060344902,9.875659358452053,10.125842804211473,56676100
2009-01-23,10.461613655090332,10.5472027641535,9.875657736678225,9.901992798860936,56556900
2009-01-26,10.731546401977539,10.863222326417809,10.389190630913923,10.435277455618953,44634800
2009-01-27,11.01465129852295,11.192413460751371,10.724966207211788,10.817138622105796,50346800
2009-01-28,11.11341381072998,11.317511779602222,10.988322965524542,11.231921984718852,60146800
2009-01-29,10.48794937133789,10.994900134817067,10.40236025693709,10.994900134817067,53220800
2009-01-30,9.855905532836914,10.593287822212742,9.816402629889396,10.474779741247529,75292400
2009-02-02,10.079756736755371,10.178513080579764,9.763735306337777,9.783486449527151,55290500
2009-02-03,10.283854484558105,10.369443618340512,9.882244513312278,10.191681426359146,65932300
2009-02-04,10.42869758605957,10.639378142423574,10.125843972347521,10.349692377423068,95781900
2009-02-05,10.764466285705566,10.96197892165239,10.171926494233027,10.231180536168017,115564600
2009-02-06,11.218748092651367,11.251666450354968,10.672293811034695,10.810553676050498,62910000
2009-02-09,11.093661308288574,11.225336056997175,10.94223478218373,11.18583375796014,37624300
2009-02-10,10.566953659057617,11.14632630383775,10.481365174768776,10.92247795323018,69149100
2009-02-11,10.645960807800293,10.711798787816914,10.435280276351126,10.652544731377457,46279800
2009-02-12,10.6657133102417,10.678879902544287,10.290437803005604,10.514286196965982,57645800
2009-02-13,10.599874496459961,10.836889464180791,10.501117527385858,10.665712475842694,43639500
2009-02-17,10.066591262817383,10.376028842503331,10.060007337576101,10.323358696328405,47981100
2009-02-18,10.119258880615234,10.35627447918218,9.974415700885569,10.17192901363011,40630400
2009-02-19,9.901993751525879,10.218015156000067,9.882242609957952,10.178512244986742,42978400
2009-02-20,9.928329467773438,10.099507713602035,9.796654135550483,9.849324268439666,59376600
2009-02-23,9.454298973083496,10.106093058009206,9.421380606307862,10.007336074049505,51687900
2009-02-24,9.8690767288208,9.908579647700064,9.46746675495667,9.474050679416147,55486800
2009-02-25,9.724231719970703,9.961247290190224,9.460880458516021,9.82298805059281,56278900
2009-02-26,9.539887428283691,10.013919285032229,9.539887428283691,9.908579011949788,51007600
2009-02-27,9.592555046081543,9.757149336524273,9.414793538899637,9.414793538899637,76734300
2009-03-02,9.427962303161621,9.730815872402273,9.395043941971707,9.4345462265506,59924500
2009-03-03,9.474050521850586,9.697898298851552,9.454298748800653,9.539887881717604,62320000
2009-03-04,10.040253639221191,10.218015808313197,9.632059796119467,9.638643719688247,69574200
2009-03-05,9.579391479492188,9.934915257202855,9.553056408101678,9.83615826858023,67034500
2009-03-06,9.33578872680664,9.829571617809066,9.20411278690406,9.599139350856968,113692300
2009-03-09,8.967098236083984,9.500384094747854,8.960514312771194,9.217281671072683,78274900
2009-03-10,9.638643264770508,9.737399602131141,9.164611464109013,9.243616659573016,71743300
2009-03-11,9.88882827758789,10.007335775778753,9.55963959662229,9.737401157847373,55002400
2009-03-12,10.211434364318848,10.211434364318848,9.724235203720971,9.875661715307745,49609300
2009-03-13,10.211434364318848,10.32994187794573,10.040256077229541,10.178515366358955,43118900
2009-03-16,10.171929359436035,10.455031804923511,10.106092004867982,10.39577774629799,50265100
