Price,Close,High,Low,Open,Volume
Ticker,XOM,XOM,XOM,XOM,XOM
Date,,,,,
2009-01-02,44.505516052246094,44.76173416872039,43.01182399172684,43.64418830383484,35803700
2009-01-05,44.500083923339844,44.93074799565806,43.982199011590396,44.303831835723514,43340100
2009-01-06,43.77503967285156,45.099738996904485,43.409790242107924,44.77810205925206,41906100
2009-01-07,42.65749740600586,43.71507758635004,42.281346896684134,43.20264114282382,35268800
2009-01-08,43.115413665771484,43.37708447438722,42.46669548451363,42.472148086120484,30817100
2009-01-09,42.286800384521484,43.202642047927384,42.18322174143875,43.00093736379699,32862000
2009-01-12,41.72529983520508,42.259538338989735,41.436374335937565,41.72529983520508,38112100
2009-01-13,42.477603912353516,42.70656331024379,41.681694463175106,41.681694463175106,47116500
2009-01-14,40.9402961730957,42.145063402109145,40.51508469922235,41.99787641465948,48040500
2009-01-15,41.79071807861328,41.81252016661187,40.34608644039907,40.722232765562104,55562200
2009-01-16,42.575721740722656,42.76652120211823,41.71439370457542,42.314055096270536,45528100
2009-01-20,41.589012145996094,42.86464637001289,41.4309199785629,42.019676155393526,42838600
2009-01-21,43.208072662353516,43.273487217019486,41.43090378290321,41.567189650610125,43317700
2009-01-22,42.64659118652344,43.02273749108675,41.75255174023783,42.352213105267715,40204700
2009-01-23,42.54302215576172,42.95733260349066,41.31099601755352,41.64898666690043,46022800
2009-01-26,42.848304748535156,43.70418040610384,42.45035207670374,42.89191725367536,42758400
2009-01-27,43.02275466918945,43.30077921679316,42.314070109824975,42.668410309948314,38508900
2009-01-28,43.202640533447266,43.393440006818985,42.05238693225644,43.268059278224676,45324700
2009-01-29,41.9760627746582,42.521206447056365,41.77981071986558,42.29224710283702,38945300
2009-01-30,41.69260025024414,43.00639466429139,41.43092939249053,42.65750296003137,51904600
2009-02-02,41.80707550048828,42.04148747925242,41.245578103687755,41.46363227630085,36113100
2009-02-03,42.58661651611328,42.87008933804562,41.79615585657208,41.89428186399391,39567300
2009-02-04,42.33585739135742,43.00638174440325,42.003319435772895,42.8210349018104,29602000
2009-02-05,43.4915771484375,43.56789695727171,41.6653460214173,42.28680969856307,39597400
2009-02-06,44.01754379272461,44.09972824673654,43.11900323703073,43.17927155796782,36404400
2009-02-09,43.54635238647461,44.105199031869425,43.11899415167377,44.04493072363113,27763200
2009-02-10,41.71640396118164,43.6121055722957,41.469854780400816,43.436780688611016,43836100
2009-02-11,40.861690521240234,42.06156834444354,40.33023585896518,41.97390800369657,47897600
2009-02-12,41.21232986450195,41.22876591299772,39.831643269830245,40.30830957657437,42857500
2009-02-13,40.86716842651367,41.40958327057711,40.784988159299175,41.08632555925979,30384300
2009-02-17,39.053646087646484,39.946710550394265,38.98790188283251,39.84260998600672,41844300
2009-02-18,39.41526412963867,39.76591389513384,39.0481741294477,39.17967092656459,34329200
2009-02-19,39.535797119140625,39.97410719549396,39.32211588857799,39.37690830568738,31232400
2009-02-20,39.02626037597656,39.568671053813055,38.46740946420282,38.86737155518107,42809100
2009-02-23,37.968833923339844,39.88645171381004,37.83733712233928,39.58511010327756,40717900
2009-02-24,39.4974365234375,39.607017165841434,38.16058612670228,38.19893830652513,48886900
2009-02-25,39.47553253173828,40.26449241569926,38.62630014725101,39.11940268727346,55505600
2009-02-26,38.872833251953125,40.258999869031044,38.82900518435606,39.3221033403903,37212400
2009-02-27,37.2017822265625,38.47836865894059,37.2017822265625,38.23729539478002,64947400
2009-03-02,35.56359100341797,36.94427387027651,35.52523463759923,36.708680677827765,54827200
2009-03-03,35.262245178222656,36.226533964011956,35.10883645368045,36.07312105939551,48931900
2009-03-04,35.985469818115234,36.45665626548996,35.49784731468155,35.91972141380412,51515300
2009-03-05,34.089759826660156,35.38278220562608,34.0404495803424,35.16362509087224,50244900
