Price,Close,High,Low,Open,Volume
Ticker,RTX,RTX,RTX,RTX,RTX
Date,,,,,
2009-01-02,23.244583129882812,23.367258238823446,22.43239867746669,22.614294661270787,7452887
2009-01-05,22.96961784362793,23.257265665887303,22.758111488644875,22.97807686705088,8679595
2009-01-06,23.2149658203125,23.481464806545034,22.885015182904116,23.09652154152943,8198922
2009-01-07,22.639665603637695,22.804640907781497,22.352017801812085,22.694658226391383,9223033
2009-01-08,22.635435104370117,22.74118955778237,22.32240510177528,22.491611201587972,9489985
2009-01-09,22.29279899597168,22.842717644885667,22.229347337273484,22.779265986187472,7029736
2009-01-12,22.148977279663086,22.47046639963962,21.996691745091972,22.28011140451426,7191337
2009-01-13,21.48906898498535,22.23780146985523,21.27756264781373,22.03052592609752,11097894
2009-01-14,21.163349151611328,21.3621656724438,20.833398548026985,21.10835781170014,9412283
2009-01-15,21.019529342651367,21.3664006232488,20.38077941412656,21.163353269498774,10112873
2009-01-16,21.615976333618164,21.7851824607767,20.98991750930814,21.383321113922307,13003899
2009-01-20,20.87993812561035,21.67943399829175,20.791104253710934,21.53137925453812,12569626
2009-01-21,20.83340072631836,21.104129224888908,19.961994373152802,20.977225922277672,19011591
2009-01-22,20.706497192382812,20.87570202132709,20.19465062968681,20.583823402934996,12492400
2009-01-23,20.055065155029297,20.368095317646194,19.85624980920228,20.07198577366044,9889459
2009-01-26,20.58805274963379,20.90954177382503,20.08889603931868,20.26233164987685,10202016
2009-01-27,20.829179763793945,21.087217268778772,20.52884071322326,20.837640072911114,8035414
2009-01-28,21.42984962463379,21.603283961381297,20.913773561923435,20.913773561923435,8048603
2009-01-29,20.59228515625,21.231035065047596,20.51614240094534,21.150662797699862,9786174
2009-01-30,20.3004150390625,21.087218712593817,20.029685128776478,20.617674729589893,10778187
2009-02-02,20.110050201416016,20.376547920983832,19.856242299992886,19.99160591579111,9959534
2009-02-03,20.435768127441406,20.57536252410005,19.945072983322227,20.406156417811577,8626840
2009-02-04,20.105823516845703,20.66843206546981,20.02968074623797,20.418853625062876,8887118
2009-02-05,20.325790405273438,20.5288377952241,19.67858005495342,19.978920344892565,10534434
2009-02-06,20.740337371826172,20.96876432813693,20.300404069454235,20.376545533518712,11399168
2009-02-09,20.989913940429688,21.095668392951954,20.558440953655726,20.76571778315259,11096305
2009-02-10,19.90700340270996,21.057598581777786,19.775869303775334,20.833401118997728,12868358
2009-02-11,20.14389419555664,20.317329853753026,19.881624669897995,19.99160866452904,7171475
2009-02-12,19.843555450439453,19.88585699008111,19.209036201991886,19.712421318579864,10144494
2009-02-13,19.919696807861328,20.287718253532326,19.788562685309856,19.94084693515134,7066442
2009-02-17,19.323244094848633,19.758946621218676,19.111737740248692,19.445917883081297,17277197
2009-02-18,19.13340187072754,19.581339976864616,18.992619660712588,19.51734900355302,10109695
2009-02-19,19.077943801879883,19.594140982360955,19.031017255638343,19.28271571351828,8789871
