Price,Close,High,Low,Open,Volume
Ticker,TRV,TRV,TRV,TRV,TRV
Date,,,,,
2009-01-02,30.62789535522461,31.108996622801662,29.90285468863089,30.66855019848039,3279700
2009-01-05,30.173885345458984,30.4991368961068,29.34042776226091,30.329734885256716,5171400
2009-01-06,29.252336502075195,30.031586746220658,28.94741496598033,29.245561559329065,5138700
2009-01-07,28.093639373779297,29.218469043425625,27.924237299526112,28.778025201289655,5189100
2009-01-08,28.61539077758789,28.886435061242413,27.761605678354897,28.256259298885023,4012700
2009-01-09,28.44598388671875,28.947414950352584,28.168164706627813,28.662818242649756,3578800
2009-01-12,27.802261352539062,28.893210879189493,27.51088964350063,28.351124880351684,3964400
2009-01-13,28.317232131958008,28.52728890713692,27.287267909411565,27.47699727663607,4377700
2009-01-14,27.104324340820312,28.134288975955858,26.894264896625828,27.680290199114825,5199400
2009-01-15,27.090776443481445,27.57865519116617,25.94561947724395,27.151761286942037,6465400
2009-01-16,27.815807342529297,28.283358507760585,26.826500302121456,27.66673534313714,5471800
2009-01-20,25.993051528930664,28.933871284062313,25.993051528930664,27.02301632543767,9106100
2009-01-21,27.52444076538086,27.74805268291348,26.108239708950325,27.178861765858393,7560700
2009-01-22,26.128572463989258,27.443131408302882,26.026930202603065,27.05011742147103,7341000
2009-01-23,25.69489860534668,26.013375248107863,24.895323403828314,25.708451077897138,6146000
2009-01-26,25.464513778686523,26.663877847592648,25.18669197468468,26.09468693706967,6193300
2009-01-27,27.029781341552734,27.368585324444833,25.77620763879966,26.10145915219177,11452400
2009-01-28,27.9445743560791,28.344363455571283,26.840071829537788,28.222393724548503,10287400
2009-01-29,26.718095779418945,27.544778741972088,26.58257360090474,27.178869635444904,5802400
2009-01-30,26.182781219482422,27.20597107968892,25.877857003365577,27.00946407542804,5699700
2009-02-02,26.2844181060791,26.52157990069525,25.308660814241925,25.606810024467592,4101900
2009-02-03,26.555461883544922,26.8061787546338,26.18277792622051,26.521581993764503,4209500
2009-02-04,26.17601203918457,26.7384256417719,26.00660994679898,26.704545740268944,4688200
2009-02-05,25.9388427734375,26.413169061582337,25.830425557707567,25.945620303410177,6212000
2009-02-06,26.91459846496582,27.043343092095938,26.08114069120001,26.15567542172578,6492500
2009-02-09,27.517675399780273,27.65319758622598,26.826514575290815,27.002691608260733,3824200
2009-02-10,26.318302154541016,27.754830790932637,26.148900107352894,27.253402178783062,8352300
2009-02-11,27.75482177734375,27.80903165557653,26.311518665131082,26.629992652706232,5936900
2009-02-12,28.283370971679688,28.35790571178708,26.95525676771239,27.111106363179527,6369100
2009-02-13,27.35504913330078,28.29014940630288,27.23985695130651,28.046209979878785,5385500
2009-02-17,26.541908264160156,27.11787670502747,25.98626982417884,26.91459479025598,7945000
2009-02-18,26.379287719726562,27.233072923670626,26.08114103903677,27.104328294823475,6125900
2009-02-19,26.087907791137695,27.104319783000204,26.040475438306995,26.806173195940172,6544600
2009-02-20,25.979494094848633,26.433490271280554,24.908872079293825,25.186691290883285,8947600
2009-02-23,25.403528213500977,26.230208318497315,25.389975741632878,26.08113629768765,7462900
2009-02-24,26.589351654052734,26.650336506339094,25.085060354236255,25.864308372483514,9213300
2009-02-25,25.681337356567383,26.711298966061886,25.105369159888202,26.711298966061886,8022000
2009-02-26,24.874990463256836,26.22343159668809,24.549738915088135,26.18277418384093,7965500
2009-02-27,24.495532989501953,25.05117140521734,23.716282667894685,24.19738378164611,8397800
2009-03-02,24.197389602661133,25.139264641616517,23.87891548793317,23.912795382920788,8812700
2009-03-03,23.5468807220459,24.84111204826572,23.336821287209816,24.671710028682657,7875900
2009-03-04,24.14996337890625,24.610737305642342,23.1674306649875,23.22164057866043,7082400
