Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2009-01-02,47.7153205871582,47.83547024153318,45.81479171553349,45.81479171553349,7905877
2009-01-05,47.4149284362793,47.87913526298459,47.06540589981561,47.196473037477524,8698222
2009-01-06,48.73110580444336,49.3755415205405,47.16917814162555,47.5733146121813,10093377
2009-01-07,47.944671630859375,48.49626236753686,47.57876624224444,47.966519786001676,8844035
2009-01-08,47.611549377441406,48.1358355601094,46.95619600740746,47.95561109524201,7564463
2009-01-09,46.25712966918945,47.78629119668162,46.01136954306079,47.54053107055295,7782554
2009-01-12,46.80872344970703,47.29477842704253,46.1042174337701,46.18613602845822,8444044
2009-01-13,46.606658935546875,47.28932120897403,46.3062892785588,46.69403848622163,8009431
2009-01-14,45.43247985839844,46.32267127218586,44.84266245435501,45.9840706164833,9905620
2009-01-15,45.94037628173828,46.32812982044728,44.924578725578456,45.661850442420366,12274601
2009-01-16,46.37727737426758,46.825101301883684,45.37239747393801,46.20797489555986,11762584
2009-01-20,44.77166748046875,46.37728691355091,44.65151787193682,46.289903002818704,14434905
2009-01-21,49.9271240234375,50.02542547036184,46.96710205907688,47.125478307349255,26050630
2009-01-22,49.18983840942383,49.55574373785373,48.11942716569651,49.05876693332681,12918832
2009-01-23,48.873104095458984,49.53391831097699,47.95560342258551,48.27782128398872,10725370
2009-01-26,50.025428771972656,50.60978525931652,48.88948149565568,49.026013955466844,10293477
2009-01-27,50.058204650878906,50.22750282875177,49.424690825695635,50.11827510487869,9121957
2009-01-28,51.783958435058594,51.84949418363676,50.19472633821176,50.626167474010025,14023931
2009-01-29,50.52241134643555,51.6528977992484,50.25480734666238,51.10677225732602,9658241
2009-01-30,50.052734375,51.05215356686546,49.834283307233214,50.36949125615679,10059382
2009-02-02,49.65953063964844,50.167429547063435,48.982329190894774,49.47930619724931,10383014
2009-02-03,51.052146911621094,51.188679355964226,49.23899849139195,49.73597536847713,9272267
2009-02-04,50.69717788696289,51.83312535856148,50.14558700316536,51.19415490578728,10658531
2009-02-05,50.46780014038086,50.89924574790383,49.817907791234504,50.31488480626414,12157553
2009-02-06,52.79050064086914,53.31763458871794,50.325036951771445,50.797264308601946,13656471
2009-02-09,53.16387176513672,53.251726666989185,52.01076358004669,52.675172574444176,8541427
2009-02-10,51.21455001831055,53.16385552824892,51.0443309240828,52.48297038732225,14164200
2009-02-11,52.25236892700195,52.58732096492069,51.0663123407062,51.32988144477402,11260922
2009-02-12,52.20295333862305,52.274336278920124,50.627037993757476,51.84054797880785,10373914
2009-02-13,51.527557373046875,52.26334933004341,51.37930085009995,52.049200532230145,7052550
2009-02-17,49.78690719604492,50.78626820987635,49.693557254460906,50.36895194752775,9313061
2009-02-18,50.24816131591797,50.654496365129305,49.66062575963285,50.06147014996378,8883260
2009-02-19,48.83147048950195,50.60506676088377,48.56790140642231,50.001055009161085,13203344
2009-02-20,48.75459671020508,49.36409911690255,47.958403188742274,48.34826177240676,12971132
2009-02-23,46.32759475708008,49.05113300538623,46.2287584954365,49.03466102544749,14131042
2009-02-24,47.44225311279297,47.8156441596511,46.1793228600892,46.47034527054559,13509404
2009-02-25,47.167694091796875,47.837598085340645,45.49293848994635,47.22260504540043,13228134
2009-02-26,48.853431701660156,49.528826361953655,47.403810550799435,47.689342255181636,18224667
2009-02-27,50.53369140625,51.2200631217909,48.32630657764868,48.38670820007431,22291515
2009-03-02,48.8973503112793,50.46228367512551,48.73262186729801,50.06144387716997,15932358
2009-03-03,48.19451141357422,49.517843011556415,47.87603577886154,49.506861697533054,14376329
2009-03-04,49.13897705078125,50.09989921458245,48.10117690714655,48.85344091056633,16099718
2009-03-05,48.035274505615234,49.50686263479032,47.78268675026078,48.39218912817553,15616885
2009-03-06,47.1182861328125,48.4580899641036,46.02008440335667,48.02979234129814,15884556
2009-03-09,45.83887481689453,47.66189142801827,45.58629142491432,46.50877885451301,13756783
2009-03-10,47.90898513793945,47.90898513793945,45.926735036345896,46.73390991042597,16646881
2009-03-11,48.661258697509766,49.16642992838996,47.61796790438231,48.05175619631194,12367799
2009-03-12,49.63863754272461,49.7484550457482,48.040755845763584,48.64476744942141,12373343
2009-03-13,49.616676330566406,49.77591852065876,49.02914100845872,49.638643339342764,9531047
2009-03-16,50.088924407958984,51.06632305561709,49.71553768685725,50.32503589038929,12336210
2009-03-17,51.016883850097656,51.01688385009765,49.666098981562115,50.02850425048543,12018226
2009-03-18,50.48973083496094,51.01137372040217,49.09501686120373,49.12247013548751,18780198
2009-03-19,50.87962341308594,51.25850514472009,50.24815824237238,50.9784640309079,10354668
2009-03-20,50.79725646972656,52.16451801529957,50.61605598330759,51.15417116631977,12754819
2009-03-23,54.20167922973633,54.201679229736335,51.45068854970792,51.45068854970792,12977931
2009-03-24,53.976524353027344,54.6628957573363,53.548226914047575,53.64157244346385,9776648
2009-03-25,53.784358978271484,54.83314035687139,52.76303088889823,54.06989071426648,12569782
2009-03-26,54.2401123046875,54.47073747257497,53.67453946517139,54.069893139827364,11960592
2009-03-27,51.69777297973633,52.7136103217208,50.92903274704856,52.708115282350384,16469479
